Observer,Sample_spp,code,SiteLong,SiteShort,SiteCode,Sample_ID,Sampling_date,day,mo,yr,DOY,Season,SeasonCode,Yryly_Temp_old,Species,SppCode,Body_Length,Head_Width,density_per_m2,Body_Width,Height,Length of 1st Antennae,Adult?,has citellum?,b,a,log10(a),unit,equation,dry_mass_mg,Yryly_Temp
Lucie,O3_12_6_2014_PO,O3_2014_6_12,KiO3/O3/Rodenbauch,O3,3,Grob,41979,12,6,2014,168,late,2,10.81162656,Prodiamesa olivacea,PO,12.88,0.59,4.8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.445181251,11.625
Lucie,O3_12_6_2014_PO,O3_2014_6_12,KiO3/O3/Rodenbauch,O3,3,Grob,41979,12,6,2014,168,late,2,10.81162656,Prodiamesa olivacea,PO,11.04,0.51,4.8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.965433957,11.625
Lucie,O3_12_6_2014_PO,O3_2014_6_12,KiO3/O3/Rodenbauch,O3,3,Grob,41979,12,6,2014,168,late,2,10.81162656,Prodiamesa olivacea,PO,11.74,0.51,4.8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.133950024,11.625
Lucie,O3_12_6_2014_PO,O3_2014_6_12,KiO3/O3/Rodenbauch,O3,3,Grob,41979,12,6,2014,168,late,2,10.81162656,Prodiamesa olivacea,PO,12.94,0.49,4.8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.462865866,11.625
Lucie,O3_12_6_2014_PO,O3_2014_6_12,KiO3/O3/Rodenbauch,O3,3,Grob,41979,12,6,2014,168,late,2,10.81162656,Prodiamesa olivacea,PO,10.46,0.48,4.8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.83827579,11.625
Lucie,O3_12_6_2014_PO,O3_2014_6_12,KiO3/O3/Rodenbauch,O3,3,Grob,41979,12,6,2014,168,late,2,10.81162656,Prodiamesa olivacea,PO,9.04,0.43,4.8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.572222971,11.625
Lucie,O3_12_6_2014_PO,O3_2014_6_12,KiO3/O3/Rodenbauch,O3,3,Grob,41979,12,6,2014,168,late,2,10.81162656,Prodiamesa olivacea,PO,8.43,0.41,4.8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.476610129,11.625
Lucie,O3_12_6_2014_PO,O3_2014_6_12,KiO3/O3/Rodenbauch,O3,3,Grob,41979,12,6,2014,168,late,2,10.81162656,Prodiamesa olivacea,PO,9.66,0.41,4.8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.680702969,11.625
Lucie,O3_12_6_2014_PO,O3_2014_6_12,KiO3/O3/Rodenbauch,O3,3,Grob,41979,12,6,2014,168,late,2,10.81162656,Prodiamesa olivacea,PO,11.17,0.32,4.8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.995468814,11.625
Lucie,O3_10_3_2014_PO,O3_2014_3_10,KiO3/O3/Rodenbauch,O3,3,Grob,41915,10,3,2014,69,early,1,11.02946866,Prodiamesa olivacea,PO,11.31,0.63,3.047619,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.028452273,11.225
Lucie,O3_10_3_2014_PO,O3_2014_3_10,KiO3/O3/Rodenbauch,O3,3,Grob,41915,10,3,2014,69,early,1,11.02946866,Prodiamesa olivacea,PO,10.59,0.39,3.047619,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.865815253,11.225
Lucie,O3_10_3_2014_PO,O3_2014_3_10,KiO3/O3/Rodenbauch,O3,3,Grob,41915,10,3,2014,69,early,1,11.02946866,Prodiamesa olivacea,PO,7.45,0.3,3.047619,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.34490975,11.225
Lucie,O3_1_7_2013_PO,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,41281,1,7,2013,182,late,2,10.45683623,Prodiamesa olivacea,PO,10.33,0.86,11.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.811284253,9.941666667
Lucie,O3_1_7_2013_PO,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,41281,1,7,2013,182,late,2,10.45683623,Prodiamesa olivacea,PO,13.45,0.74,11.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.618596971,9.941666667
Lucie,O3_1_7_2013_PO,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,41281,1,7,2013,182,late,2,10.45683623,Prodiamesa olivacea,PO,12.32,0.65,11.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.286473153,9.941666667
Lucie,O3_1_7_2013_PO,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,41281,1,7,2013,182,late,2,10.45683623,Prodiamesa olivacea,PO,13.04,0.61,11.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.492636171,9.941666667
Lucie,O3_1_7_2013_PO,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,41281,1,7,2013,182,late,2,10.45683623,Prodiamesa olivacea,PO,9.37,0.59,11.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.628514085,9.941666667
Lucie,O3_1_7_2013_PO,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,41281,1,7,2013,182,late,2,10.45683623,Prodiamesa olivacea,PO,10.57,0.56,11.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.861542581,9.941666667
Lucie,O3_1_7_2013_PO,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,41281,1,7,2013,182,late,2,10.45683623,Prodiamesa olivacea,PO,9.56,0.46,11.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.662415993,9.941666667
Lucie,O3_1_7_2013_PO,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,41281,1,7,2013,182,late,2,10.45683623,Prodiamesa olivacea,PO,13.09,0.45,11.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.507660512,9.941666667
Lucie,O3_1_7_2013_PO,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,41281,1,7,2013,182,late,2,10.45683623,Prodiamesa olivacea,PO,11.25,0.45,11.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.014235147,9.941666667
Lucie,O3_1_7_2013_PO,O3_2013_7_1,KiO3/O3/Rodenbauch,O3,3,Grob,41281,1,7,2013,182,late,2,10.45683623,Prodiamesa olivacea,PO,8.24,0.35,11.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.449007937,9.941666667
Lucie,O3_12_7_2012_PO,O3_2012_7_12,KiO3/O3/Rodenbauch,O3,3,Grob,41250,12,7,2012,194,late,2,NA,Prodiamesa olivacea,PO,13.11,0.76,27.54286,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.5136963,10.625
Lucie,O3_12_7_2012_PO,O3_2012_7_12,KiO3/O3/Rodenbauch,O3,3,Grob,41250,12,7,2012,194,late,2,NA,Prodiamesa olivacea,PO,10.88,0.66,27.54286,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.929245195,10.625
Lucie,O3_12_7_2012_PO,O3_2012_7_12,KiO3/O3/Rodenbauch,O3,3,Grob,41250,12,7,2012,194,late,2,NA,Prodiamesa olivacea,PO,8.42,0.63,27.54286,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.475131964,10.625
Lucie,O3_12_7_2012_PO,O3_2012_7_12,KiO3/O3/Rodenbauch,O3,3,Grob,41250,12,7,2012,194,late,2,NA,Prodiamesa olivacea,PO,10.31,0.52,27.54286,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.807180074,10.625
Lucie,O3_12_7_2012_PO,O3_2012_7_12,KiO3/O3/Rodenbauch,O3,3,Grob,41250,12,7,2012,194,late,2,NA,Prodiamesa olivacea,PO,12.83,0.49,27.54286,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.430545465,10.625
Lucie,O3_12_7_2012_PO,O3_2012_7_12,KiO3/O3/Rodenbauch,O3,3,Grob,41250,12,7,2012,194,late,2,NA,Prodiamesa olivacea,PO,7.51,0.48,27.54286,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.352226656,10.625
Lucie,O3_12_7_2012_PO,O3_2012_7_12,KiO3/O3/Rodenbauch,O3,3,Grob,41250,12,7,2012,194,late,2,NA,Prodiamesa olivacea,PO,8.76,0.48,27.54286,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.526994097,10.625
Lucie,O3_12_7_2012_PO,O3_2012_7_12,KiO3/O3/Rodenbauch,O3,3,Grob,41250,12,7,2012,194,late,2,NA,Prodiamesa olivacea,PO,13.28,0.43,27.54286,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.565603803,10.625
Lucie,O3_12_7_2012_PO,O3_2012_7_12,KiO3/O3/Rodenbauch,O3,3,Grob,41250,12,7,2012,194,late,2,NA,Prodiamesa olivacea,PO,9.42,0.38,27.54286,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.637329055,10.625
Lucie,O3_12_7_2012_PO,O3_2012_7_12,KiO3/O3/Rodenbauch,O3,3,Grob,41250,12,7,2012,194,late,2,NA,Prodiamesa olivacea,PO,8.69,0.37,27.54286,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.516044626,10.625
Lucie,O3_21_3_2012_PO,O3_2012_3_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/03/2012,21,3,2012,81,early,1,NA,Prodiamesa olivacea,PO,14.92,0.8,135.7714,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),2.123369208,10.925
Lucie,O3_21_3_2012_PO,O3_2012_3_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/03/2012,21,3,2012,81,early,1,NA,Prodiamesa olivacea,PO,13.94,0.73,135.7714,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.777494166,10.925
Lucie,O3_21_3_2012_PO,O3_2012_3_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/03/2012,21,3,2012,81,early,1,NA,Prodiamesa olivacea,PO,13.91,0.7,135.7714,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.76750074,10.925
Lucie,O3_21_3_2012_PO,O3_2012_3_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/03/2012,21,3,2012,81,early,1,NA,Prodiamesa olivacea,PO,14.64,0.66,135.7714,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),2.020661202,10.925
Lucie,O3_21_3_2012_PO,O3_2012_3_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/03/2012,21,3,2012,81,early,1,NA,Prodiamesa olivacea,PO,12.25,0.62,135.7714,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.267431945,10.925
Lucie,O3_21_3_2012_PO,O3_2012_3_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/03/2012,21,3,2012,81,early,1,NA,Prodiamesa olivacea,PO,14.54,0.6,135.7714,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.984739701,10.925
Lucie,O3_21_3_2012_PO,O3_2012_3_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/03/2012,21,3,2012,81,early,1,NA,Prodiamesa olivacea,PO,14.58,0.56,135.7714,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.999060534,10.925
Lucie,O3_21_3_2012_PO,O3_2012_3_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/03/2012,21,3,2012,81,early,1,NA,Prodiamesa olivacea,PO,10.08,0.5,135.7714,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.760901986,10.925
Lucie,O3_21_3_2012_PO,O3_2012_3_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/03/2012,21,3,2012,81,early,1,NA,Prodiamesa olivacea,PO,15.46,0.49,135.7714,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),2.330417534,10.925
Lucie,O3_21_3_2012_PO,O3_2012_3_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/03/2012,21,3,2012,81,early,1,NA,Prodiamesa olivacea,PO,13.37,0.43,135.7714,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.593523226,10.925
Lucie,O3_21_7_2011_PO,O3_2011_7_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/07/2011,21,7,2011,202,late,2,NA,Prodiamesa olivacea,PO,10.09,0.65,8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.762879047,10.01666667
Lucie,O3_21_7_2011_PO,O3_2011_7_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/07/2011,21,7,2011,202,late,2,NA,Prodiamesa olivacea,PO,10.4,0.57,8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.825750326,10.01666667
Lucie,O3_21_7_2011_PO,O3_2011_7_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/07/2011,21,7,2011,202,late,2,NA,Prodiamesa olivacea,PO,11.55,0.55,8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.086549604,10.01666667
Lucie,O3_21_7_2011_PO,O3_2011_7_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/07/2011,21,7,2011,202,late,2,NA,Prodiamesa olivacea,PO,10.23,0.45,8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.790891738,10.01666667
Lucie,O3_21_7_2011_PO,O3_2011_7_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/07/2011,21,7,2011,202,late,2,NA,Prodiamesa olivacea,PO,10.4,0.35,8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.825750326,10.01666667
Lucie,O3_28_6_2010_PO,O3_2010_6_28,KiO3/O3/Rodenbauch,O3,3,Grob,28/06/2010,28,6,2010,179,late,2,NA,Prodiamesa olivacea,PO,11.5,0.87,9,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.074283124,10.125
Lucie,O3_28_6_2010_PO,O3_2010_6_28,KiO3/O3/Rodenbauch,O3,3,Grob,28/06/2010,28,6,2010,179,late,2,NA,Prodiamesa olivacea,PO,11.53,0.76,9,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.081632685,10.125
Lucie,O3_28_6_2010_PO,O3_2010_6_28,KiO3/O3/Rodenbauch,O3,3,Grob,28/06/2010,28,6,2010,179,late,2,NA,Prodiamesa olivacea,PO,14.74,0.74,9,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),2.05698166,10.125
Lucie,O3_28_6_2010_PO,O3_2010_6_28,KiO3/O3/Rodenbauch,O3,3,Grob,28/06/2010,28,6,2010,179,late,2,NA,Prodiamesa olivacea,PO,10.87,0.5,9,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.927011714,10.125
Lucie,O3_23_6_2009_PO,O3_2009_6_23,KiO3/O3/Rodenbauch,O3,3,Grob,23/06/2009,23,6,2009,174,late,2,NA,Prodiamesa olivacea,PO,9.5,0.62,4.8,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.651591155,10.08333333
Lucie,O3_9_4_2009_PO,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,NA,Prodiamesa olivacea,PO,12.63,0.75,8.380952,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.3729195,10.41666667
Lucie,O3_9_4_2009_PO,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,NA,Prodiamesa olivacea,PO,12.99,0.63,8.380952,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.477704696,10.41666667
Lucie,O3_9_4_2009_PO,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,NA,Prodiamesa olivacea,PO,14.12,0.61,8.380952,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.838187914,10.41666667
Lucie,O3_9_4_2009_PO,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,NA,Prodiamesa olivacea,PO,12.17,0.59,8.380952,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.245884975,10.41666667
Lucie,O3_9_4_2009_PO,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,NA,Prodiamesa olivacea,PO,11.15,0.55,8.380952,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.990811031,10.41666667
Lucie,O3_9_4_2009_PO,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,NA,Prodiamesa olivacea,PO,11.98,0.47,8.380952,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.195622276,10.41666667
Lucie,O3_9_4_2009_PO,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,NA,Prodiamesa olivacea,PO,10.3,0.46,8.380952,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.805132805,10.41666667
Lucie,O3_9_4_2009_PO,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,NA,Prodiamesa olivacea,PO,11.62,0.46,8.380952,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.103867488,10.41666667
Lucie,O3_9_4_2009_PO,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,NA,Prodiamesa olivacea,PO,12.28,0.45,8.380952,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.275570982,10.41666667
Lucie,O3_9_4_2009_PO,O3_2009_4_9,KiO3/O3/Rodenbauch,O3,3,Grob,40060,9,4,2009,99,early,1,NA,Prodiamesa olivacea,PO,8.38,0.44,8.380952,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.469247645,10.41666667
Lucie,O3_11_6_2008_PO,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob,39758,11,6,2008,163,late,2,NA,Prodiamesa olivacea,PO,14.1,0.86,36.57143,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.831381922,10.43333333
Lucie,O3_11_6_2008_PO,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob,39758,11,6,2008,163,late,2,NA,Prodiamesa olivacea,PO,9,0.84,36.57143,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.565620514,10.43333333
Lucie,O3_11_6_2008_PO,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob,39758,11,6,2008,163,late,2,NA,Prodiamesa olivacea,PO,7.03,0.77,36.57143,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.296315651,10.43333333
Lucie,O3_11_6_2008_PO,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob,39758,11,6,2008,163,late,2,NA,Prodiamesa olivacea,PO,9.5,0.64,36.57143,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.651591155,10.43333333
Lucie,O3_11_6_2008_PO,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob,39758,11,6,2008,163,late,2,NA,Prodiamesa olivacea,PO,8.5,0.62,36.57143,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.487036863,10.43333333
Lucie,O3_11_6_2008_PO,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob,39758,11,6,2008,163,late,2,NA,Prodiamesa olivacea,PO,4.63,0.56,36.57143,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.099334008,10.43333333
Lucie,O3_11_6_2008_PO,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob,39758,11,6,2008,163,late,2,NA,Prodiamesa olivacea,PO,6.11,0.5,36.57143,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.205277974,10.43333333
Lucie,O3_11_6_2008_PO,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob,39758,11,6,2008,163,late,2,NA,Prodiamesa olivacea,PO,7.3,0.34,36.57143,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.327030629,10.43333333
Lucie,O3_11_6_2008_PO,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob,39758,11,6,2008,163,late,2,NA,Prodiamesa olivacea,PO,6.56,0.25,36.57143,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.247234944,10.43333333
Lucie,O3_11_6_2008_PO,O3_2008_6_11,KiO3/O3/Rodenbauch,O3,3,Grob,39758,11,6,2008,163,late,2,NA,Prodiamesa olivacea,PO,3.89,0.21,36.57143,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.062975353,10.43333333
Lucie,O3_12_4_2007_PO,O3_2007_4_12,KiO3/O3/Rodenbauch,O3,3,Grob,39420,12,4,2007,102,early,1,NA,Prodiamesa olivacea,PO,13.05,0.81,NA,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.495633603,12.53333333
Lucie,O3_12_4_2007_PO,O3_2007_4_12,KiO3/O3/Rodenbauch,O3,3,Grob,39420,12,4,2007,102,early,1,NA,Prodiamesa olivacea,PO,15.93,0.76,NA,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),2.520409979,12.53333333
Lucie,O3_12_4_2007_PO,O3_2007_4_12,KiO3/O3/Rodenbauch,O3,3,Grob,39420,12,4,2007,102,early,1,NA,Prodiamesa olivacea,PO,14.97,0.7,NA,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),2.142041875,12.53333333
Lucie,O3_12_4_2007_PO,O3_2007_4_12,KiO3/O3/Rodenbauch,O3,3,Grob,39420,12,4,2007,102,early,1,NA,Prodiamesa olivacea,PO,17.83,0.62,NA,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),3.384819936,12.53333333
Lucie,O3_12_4_2007_PO,O3_2007_4_12,KiO3/O3/Rodenbauch,O3,3,Grob,39420,12,4,2007,102,early,1,NA,Prodiamesa olivacea,PO,6.94,0.52,NA,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.286490509,12.53333333
Lucie,O3_12_4_2007_PO,O3_2007_4_12,KiO3/O3/Rodenbauch,O3,3,Grob,39420,12,4,2007,102,early,1,NA,Prodiamesa olivacea,PO,14.06,0.51,NA,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.817816702,12.53333333
Lucie,O3_12_4_2007_PO,O3_2007_4_12,KiO3/O3/Rodenbauch,O3,3,Grob,39420,12,4,2007,102,early,1,NA,Prodiamesa olivacea,PO,13.54,0.49,NA,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.647094624,12.53333333
Lucie,O3_21_6_2006_PO,O3_2006_6_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/06/2006,21,6,2006,172,late,2,NA,Prodiamesa olivacea,PO,13.93,0.79,19.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.774159156,9.933333333
Lucie,O3_21_6_2006_PO,O3_2006_6_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/06/2006,21,6,2006,172,late,2,NA,Prodiamesa olivacea,PO,12.24,0.58,19.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.264726084,9.933333333
Lucie,O3_21_6_2006_PO,O3_2006_6_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/06/2006,21,6,2006,172,late,2,NA,Prodiamesa olivacea,PO,8.45,0.46,19.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.479574975,9.933333333
Lucie,O3_21_6_2006_PO,O3_2006_6_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/06/2006,21,6,2006,172,late,2,NA,Prodiamesa olivacea,PO,7.92,0.31,19.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.404796087,9.933333333
Lucie,O3_21_6_2006_PO,O3_2006_6_21,KiO3/O3/Rodenbauch,O3,3,Grob,21/06/2006,21,6,2006,172,late,2,NA,Prodiamesa olivacea,PO,5.39,0.27,19.2,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.14785646,9.933333333
Lucie,O3_22_3_2005_PO,O3_2005_3_22,KiO3/O3/Rodenbauch,O3,3,Fein,22/03/2005,22,3,2005,81,early,1,NA,Prodiamesa olivacea,PO,9.11,0.58,6.4,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.583891425,10.10833333
Lucie,O3_22_3_2005_PO,O3_2005_3_22,KiO3/O3/Rodenbauch,O3,3,Grob,22/03/2005,22,3,2005,81,early,1,NA,Prodiamesa olivacea,PO,12.87,0.57,6.4,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.442246728,10.10833333
Lucie,O3_22_3_2005_PO,O3_2005_3_22,KiO3/O3/Rodenbauch,O3,3,Grob,22/03/2005,22,3,2005,81,early,1,NA,Prodiamesa olivacea,PO,11.13,0.56,6.4,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.986166738,10.10833333
Lucie,O3_22_3_2005_PO,O3_2005_3_22,KiO3/O3/Rodenbauch,O3,3,Fein,22/03/2005,22,3,2005,81,early,1,NA,Prodiamesa olivacea,PO,9.54,0.5,6.4,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.658795466,10.10833333
Lucie,O3_22_3_2005_PO,O3_2005_3_22,KiO3/O3/Rodenbauch,O3,3,Fein,22/03/2005,22,3,2005,81,early,1,NA,Prodiamesa olivacea,PO,10.12,0.49,6.4,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.768829265,10.10833333
Lucie,O3_22_3_2005_PO,O3_2005_3_22,KiO3/O3/Rodenbauch,O3,3,Grob,22/03/2005,22,3,2005,81,early,1,NA,Prodiamesa olivacea,PO,12.87,0.45,6.4,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),1.442246728,10.10833333
Lucie,O3_22_3_2005_PO,O3_2005_3_22,KiO3/O3/Rodenbauch,O3,3,Grob,22/03/2005,22,3,2005,81,early,1,NA,Prodiamesa olivacea,PO,8.04,0.44,6.4,NA,NA,NA,NA,NA,2.617,0.0018,NA,mg,DM = a(L^b),0.421044099,10.10833333
