Sample_spp,code,SiteLong,SiteShort,SiteCode,Sample_ID,day,mo,yr,DOY,Season,SeasonCode,Species,SppCode,density_per_m2,Yryly_Temp_old,Yryly_Temp
W1_9_3_2018_GR,W1_2018_3_9,KiW1/W1/Bulau,W1,4,grob,9,3,2018,68,early,1,Gammarus roeselii,GR,62.4,11.73744917,10.825
W1_5_6_2018_HS,W1_2018_6_5,KiW1/W1/Bulau,W1,4,Einzelexemplare,5,6,2018,156,late,2,Hydropsyche siltalai,HS,1.6,11.8018492,11.35833333
W1_5_6_2018_HS,W1_2018_6_5,KiW1/W1/Bulau,W1,4,Grob,5,6,2018,156,late,2,Hydropsyche siltalai,HS,1.6,11.8018492,11.35833333
W1_9_3_2018_HS,W1_2018_3_9,KiW1/W1/Bulau,W1,4,Grob,9,3,2018,68,early,1,Hydropsyche siltalai,HS,4.8,11.73744917,10.825
W1_5_6_2018_OV,W1_2018_6_5,KiW1/W1/Bulau,W1,4,Einzelexemplar,5,6,2018,156,late,2,Orectochilus villosus,OV,0.8,11.8018492,11.35833333
W1_9_3_2018_PO,W1_2018_3_9,KiW1/W1/Bulau,W1,4,Grob,9,3,2018,68,early,1,Prodiamesa olivacea,PO,39.2,11.73744917,10.825
Auba_5_7_2019_AF,Auba_2019_7_5,Aubach oh Wiesenthal,Auba,1,grob,5,7,2019,186,late,2,Ancylus fluviatilis,AF,4.8,10.17502652,10.84166667
Auba_2_4_2019_BR,Auba_2019_4_2,Aubach,Auba,1,grob,2,4,2019,92,early,1,Baetis rhodani,BR,2.839827,10.33313505,11.3
Auba_2_4_2019_ED,Auba_2019_4_2,Aubach,Auba,1,Grob,2,4,2019,92,early,1,Ephemera danica,ED,103.8961,10.33313505,11.3
Auba_5_7_2019_ED,Auba_2019_7_5,Aubach,Auba,1,Grob,5,7,2019,186,late,2,Ephemera danica,ED,216,10.17502652,10.84166667
Auba_2_4_2019_HS,Auba_2019_4_2,Aubach,Auba,1,Grob,2,4,2019,92,early,1,Hydropsyche siltalai,HS,20.77922,10.33313505,11.3
Auba_5_7_2019_PO,Auba_2019_7_5,Aubach,Auba,1,Grob,5,7,2019,186,late,2,Prodiamesa olivacea,PO,43.2,10.17502652,10.84166667
Bieb_2_4_2019_AF,Bieb_2019_4_2,Bieber,Bieb,2,grob,2,4,2019,92,early,1,Ancylus fluviatilis,AF,3.2,10.57369595,11.53333333
Bieb_2_4_2019_BR,Bieb_2019_4_2,Bieber,Bieb,2,grob,2,4,2019,92,early,1,Baetis rhodani,BR,22.4,10.57369595,11.53333333
Bieb_5_7_2019_BR,Bieb_2019_7_5,Bieber,Bieb,2,grob,5,7,2019,186,late,2,Baetis rhodani,BR,11.2,10.3264125,11.075
Bieb_2_4_2019_ET,Bieb_2019_4_2,Bieber,Bieb,2,Einzelexemplar,2,4,2019,92,early,1,Eiseniella tetraedra,ET,7.2,10.57369595,11.53333333
Bieb_2_4_2019_ET,Bieb_2019_4_2,Bieber,Bieb,2,grob,2,4,2019,92,early,1,Eiseniella tetraedra,ET,7.2,10.57369595,11.53333333
Bieb_2_4_2019_ED,Bieb_2019_4_2,Bieber,Bieb,2,Grob,2,4,2019,92,early,1,Ephemera danica,ED,52.8,10.57369595,11.53333333
Bieb_5_7_2019_ED,Bieb_2019_7_5,Bieber,Bieb,2,Grob,5,7,2019,186,late,2,Ephemera danica,ED,52.8,10.3264125,11.075
Bieb_2_4_2019_HS,Bieb_2019_4_2,Bieber,Bieb,2,Grob,2,4,2019,92,early,1,Hydropsyche siltalai,HS,35.2,10.57369595,11.53333333
Bieb_2_4_2019_OV,Bieb_2019_4_2,Bieber,Bieb,2,Einzelexemplar,2,4,2019,92,early,1,Orectochilus villosus,OV,0.8,10.57369595,11.53333333
Bieb_5_7_2019_PO,Bieb_2019_7_5,Bieber,Bieb,2,Grob,5,7,2019,186,late,2,Prodiamesa olivacea,PO,190.08,10.3264125,11.075
O3_1_4_2019_AF,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1,4,2019,91,early,1,Ancylus fluviatilis,AF,33.23077,12.06920692,12.25
O3_18_6_2019_AF,O3_2019_6_18,KiO3/O3/Rothenbergen,O3,3,grob,18,6,2019,169,late,2,Ancylus fluviatilis,AF,63.2,NA,11.95
O3_18_6_2019_AF,O3_2019_6_18,KiO3/O3/Rothenbergen,O3,3,Einzelexemplar,18,6,2019,169,late,2,Ancylus fluviatilis,AF,63.2,NA,11.95
O3_1_4_2019_AA,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,Grob,1,4,2019,91,early,1,Aphelocheirus aestivalis,AA,48.8,12.06920692,12.25
O3_18_6_2019_AA,O3_2019_6_18,KiO3/O3/Rothenbergen,O3,3,Grob,18,6,2019,169,late,2,Aphelocheirus aestivalis,AA,34.4,NA,11.95
O3_1_4_2019_BR,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1,4,2019,91,early,1,Baetis rhodani,BR,11.87692,12.06920692,12.25
O3_16_6_2019_BR,O3_2019_6_16,KiO3/O3/Rothenbergen,O3,3,grob,16,6,2019,167,late,2,Baetis rhodani,BR,NA,NA,11.95
O3_1_4_2019_ET,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1,4,2019,91,early,1,Eiseniella tetraedra,ET,1.846154,12.06920692,12.25
O3_1_4_2019_ED,O3_2019_4_1,KiO3/O3/Rodenbauch,O3,3,Grob,1,4,2019,91,early,1,Ephemera danica,ED,26.64615,12.06920692,12.25
O3_1_4_2019_ED,O3_2019_4_1,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,1,4,2019,91,early,1,Ephemera danica,ED,26.64615,12.06920692,12.25
O3_18_6_2019_ED,O3_2019_6_18,KiO3/O3/Rodenbauch,O3,3,Einzelexemplare,18,6,2019,169,late,2,Ephemera danica,ED,24.8,NA,11.95
O3_18_6_2019_ED,O3_2019_6_18,KiO3/O3/Rodenbauch,O3,3,Grob,18,6,2019,169,late,2,Ephemera danica,ED,24.8,NA,11.95
O3_1_4_2019_GR,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1,4,2019,91,early,1,Gammarus roeselii,GR,62.76923,12.06920692,12.25
O3_18_6_2019_GR,O3_2019_6_18,KiO3/O3/Rothenbergen,O3,3,grob,18,6,2019,169,late,2,Gammarus roeselii,GR,344.4,NA,11.95
O3_1_4_2019_HS,O3_2019_4_1,KiO3/O3/Rodenbauch,O3,3,Grob,1,4,2019,91,early,1,Hydropsyche siltalai,HS,3.446154,12.06920692,12.25
O3_1_4_2019_OV,O3_2019_4_1,KiO3/O3/Rothenbergen,O3,3,grob,1,4,2019,91,early,1,Orectochilus villosus,OV,3.692308,12.06920692,12.25
O3_18_6_2019_PO,O3_2019_6_18,KiO3/O3/Rodenbauch,O3,3,Grob,18,6,2019,169,late,2,Prodiamesa olivacea,PO,24.8,NA,11.95
W1_1_4_2019_AA,W1_2019_4_1,KiW1/W1/Bulau,W1,4,Grob,1,4,2019,91,early,1,Aphelocheirus aestivalis,AA,77.64706,12.34428617,12.38333333
W1_28_6_2019_AA,W1_2019_6_28,KiW1/W1/Bulau,W1,4,Grob,28,6,2019,179,late,2,Aphelocheirus aestivalis,AA,0.8,NA,12.11666667
W1_1_4_2019_BR,W1_2019_4_1,KiW1/W1/Bulau,W1,4,grob,1,4,2019,91,early,1,Baetis rhodani,BR,7.858824,12.34428617,12.38333333
W1_1_4_2019_ED,W1_2019_4_1,KiW1/W1/Bulau,W1,4,Grob,1,4,2019,91,early,1,Ephemera danica,ED,67.15294,12.34428617,12.38333333
W1_1_4_2019_ED,W1_2019_4_1,KiW1/W1/Bulau,W1,4,Einzelexemplare,1,4,2019,91,early,1,Ephemera danica,ED,67.15294,12.34428617,12.38333333
W1_28_6_2019_ED,W1_2019_6_28,KIW1/W1/Bulau,W1,4,Einzelexemplare,28,6,2019,179,late,2,Ephemera danica,ED,20,NA,12.11666667
W1_28_6_2019_ED,W1_2019_6_28,KIW1/W1/Bulau,W1,4,Grob,28,6,2019,179,late,2,Ephemera danica,ED,20,NA,12.11666667
W1_1_4_2019_GR,W1_2019_4_1,KiW1/W1/Bulau,W1,4,grob,1,4,2019,91,early,1,Gammarus roeselii,GR,43.76471,12.34428617,12.38333333
W1_28_6_2019_GR,W1_2019_6_28,KiW1/W1/Bulau,W1,4,grob,28,6,2019,179,late,2,Gammarus roeselii,GR,284.16,NA,12.11666667
W1_28_6_2019_PO,W1_2019_6_28,KiW1/W1/Bulau,W1,4,Grob,28,6,2019,179,late,2,Prodiamesa olivacea,PO,67.2,NA,12.11666667
