sample,site,yr,mo,day,DOY,taxa,ID_Art,Abundance_per_m2,spp_cm,spp_mm,b,a,log10(a),unit,dry_mass_original,dry_mass_mg,Yryly_Temp_old,Yryly_Temp
Auba_2015_3_10,Auba,2015,3,10,69,Amphinemura sp.,4293,1.92,0.65625,6.5625,2.762,0.0056,NA,mg,1.011424522,1.011424522,9.396444518,10.16666667
Auba_2005_6_6,Auba,2005,6,6,157,Silo sp.,6836,1.371429,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,NA,9.333333333
Auba_2013_3_20,Auba,2013,3,20,79,Polycentropus flavomaculatus ssp.,21659,1,1.3125,13.125,2.705,0.0047,NA,mg,4.972290537,4.972290537,9.511455665,9.041666667
Auba_2015_3_10,Auba,2015,3,10,69,Pisidium sp.,6425,1.92,0.6875,6.875,2.477,0.0163,NA,mg,1.932467009,1.932467009,9.396444518,10.16666667
Auba_2001_6_21,Auba,2001,6,21,172,Hydropsyche fulvipes,5596,0.8,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,9.525
Auba_2006_4_10,Auba,2006,4,10,100,Hydropsyche pellucidula-Gr.,13023,0.8,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,8.958333333
Auba_2017_6_12,Auba,2017,6,12,163,Hydropsyche siltalai,5604,0.8,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,8.736242286,10.00833333
Auba_2005_6_6,Auba,2005,6,6,157,Oreodytes sanmarkii,18616,3.542857,0.375,3.75,2.501,0.0618,NA,mg,1.685158191,1.685158191,NA,9.333333333
Auba_2007_7_12,Auba,2007,7,12,193,Athripsodes sp.,4371,1.2,1.125,11.25,3.212,0.0034,NA,mg,8.086876656,8.086876656,NA,11.33333333
Auba_2019_4_2,Auba,2019,4,2,92,Limnius volckmari,18421,2.077922,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,10.33313505,11.3
Auba_2008_4_23,Auba,2008,4,23,114,Clinocerinae Gen. sp.,19847,1.828571,0.75,7.5,2.546,0.0054,NA,mg,0.912640498,0.912640498,NA,9.475
Auba_2008_4_23,Auba,2008,4,23,114,Ecdyonurus venosus-Gr.,5059,0.914286,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,NA,9.475
Auba_2014_3_11,Auba,2014,3,11,70,Pisidium sp.,6425,2,0.6875,6.875,2.477,0.0163,NA,mg,1.932467009,1.932467009,9.50444614,10.34166667
Auba_2008_6_23,Auba,2008,6,23,175,Limnius volckmari,18421,2.10989,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.55
Auba_2012_3_19,Auba,2012,3,19,79,Glossosoma sp.,5316,1.515789,0.9375,9.375,2.958,0.0082,NA,mg,6.150421616,6.150421616,NA,10.00833333
Auba_2012_3_19,Auba,2012,3,19,79,Leuctra nigra,5779,1.515789,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,NA,10.00833333
Auba_2012_3_19,Auba,2012,3,19,79,Lype reducta,5921,1.515789,0.9375,9.375,2.873,0.0039,NA,mg,2.418455408,2.418455408,NA,10.00833333
Auba_2012_3_19,Auba,2012,3,19,79,Silo piceus,6835,1.515789,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,NA,10.00833333
Auba_2018_6_15,Auba,2018,6,15,166,Hydraena sp.,18130,4.571429,0.3125,3.125,2.91,0.0077,NA,mg,0.212082233,0.212082233,10.19572503,10.325
Auba_2009_4_8,Auba,2009,4,8,98,Baetis sp.,4419,1.52381,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.5
Auba_2012_6_21,Auba,2012,6,21,173,Eloeophila sp.,9654,1.52381,0.9375,9.375,2.681,0.0029,NA,mg,1.170180859,1.170180859,NA,9.633333333
Auba_2012_6_21,Auba,2012,6,21,173,Protonemura sp.,6616,1.52381,0.9375,9.375,2.762,0.0056,NA,mg,2.708773502,2.708773502,NA,9.633333333
Auba_2018_6_15,Auba,2018,6,15,166,Odontocerum albicorne,6168,0.761905,1.875,18.75,2.988,0.0077,NA,mg,49.00253258,49.00253258,10.19572503,10.325
Auba_2001_9_4,Auba,2001,9,4,247,Caenis beskidensis,4517,2.4,0.6,6,2.772,0.0054,NA,mg,0.775227242,0.775227242,NA,9.75
Auba_2006_4_10,Auba,2006,4,10,100,Gyraulus albus,5354,1.92,0.75,7.5,2.65,0.075857758,-1.12,mg,15.80928934,15.80928934,NA,8.958333333
Auba_2006_4_10,Auba,2006,4,10,100,Psychodidae Gen. sp.,8753,1.92,0.75,7.5,2.692,0.0025,NA,mg,0.567028555,0.567028555,NA,8.958333333
Auba_2006_4_10,Auba,2006,4,10,100,Torleya major,7083,1.92,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,NA,8.958333333
Auba_2011_3_24,Auba,2011,3,24,83,Epeorus assimilis,12550,0.96,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,NA,8.966666667
Auba_2015_3_10,Auba,2015,3,10,69,Psychodidae Gen. sp.,8753,1.92,0.75,7.5,2.692,0.0025,NA,mg,0.567028555,0.567028555,9.396444518,10.16666667
Auba_2008_6_23,Auba,2008,6,23,175,Pisidium sp.,6425,2.10989,0.6875,6.875,2.477,0.0163,NA,mg,1.932467009,1.932467009,NA,9.55
Auba_2011_7_25,Auba,2011,7,25,206,Pisidium sp.,6425,2.133333,0.6875,6.875,2.477,0.0163,NA,mg,1.932467009,1.932467009,NA,9.133333333
Auba_2009_4_8,Auba,2009,4,8,98,Limnius perrisi,18418,2.285714,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.5
Auba_2001_4_23,Auba,2001,4,23,113,Anomalopterygella chauviniana,4327,1.6,0.9375,9.375,2.933,0.004,NA,mg,2.836950414,2.836950414,NA,9.75
Auba_2001_4_23,Auba,2001,4,23,113,Silo pallipes,6834,1.6,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,NA,9.75
Auba_2001_6_21,Auba,2001,6,21,172,Eloeophila sp.,9654,1.6,0.9375,9.375,2.681,0.0029,NA,mg,1.170180859,1.170180859,NA,9.525
Auba_2003_7_15,Auba,2003,7,15,196,Hydraena dentipes,18048,4.8,0.3125,3.125,2.91,0.0077,NA,mg,0.212082233,0.212082233,NA,10.05
Auba_2004_4_6,Auba,2004,4,6,97,Hydraena gracilis,18064,4.8,0.3125,3.125,2.91,0.0077,NA,mg,0.212082233,0.212082233,NA,10.525
Auba_2004_4_6,Auba,2004,4,6,97,Hydraena sp.,18130,4.8,0.3125,3.125,2.91,0.0077,NA,mg,0.212082233,0.212082233,NA,10.525
Auba_2005_3_24,Auba,2005,3,24,83,Leptophlebia marginata,5730,1.6,0.9375,9.375,2.686,0.0047,NA,mg,1.917841475,1.917841475,NA,9.1
Auba_2007_3_11,Auba,2007,3,11,70,Eloeophila sp.,9654,1.6,0.9375,9.375,2.681,0.0029,NA,mg,1.170180859,1.170180859,NA,11.24166667
Auba_2013_3_20,Auba,2013,3,20,79,Ecdyonurus sp.,5053,1,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,9.511455665,9.041666667
Auba_2018_3_7,Auba,2018,3,7,66,Hydraena gracilis,18064,4.8,0.3125,3.125,2.91,0.0077,NA,mg,0.212082233,0.212082233,9.961518032,9.741666667
Auba_2018_3_7,Auba,2018,3,7,66,Hydatophylax infumatus,5499,0.8,1.875,18.75,2.933,0.004,NA,mg,21.66569985,21.66569985,9.961518032,9.741666667
Auba_2005_6_6,Auba,2005,6,6,157,Ancylus fluviatilis,4310,1.371429,1.125,11.25,2.7,0.028840315,-1.54,mg,19.8660631,19.8660631,NA,9.333333333
Auba_2019_4_2,Auba,2019,4,2,92,Oreodytes sanmarkii,18616,4.155844,0.375,3.75,2.501,0.0618,NA,mg,1.685158191,1.685158191,10.33313505,11.3
Auba_2001_9_4,Auba,2001,9,4,247,Micrasema minimum,5984,2.4,0.65625,6.5625,2.818,0.0083,NA,mg,1.66563342,1.66563342,NA,9.75
Auba_2009_6_23,Auba,2009,6,23,174,Limnius volckmari,18421,2.4,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.175
Auba_2010_3_16,Auba,2010,3,16,75,Laccobius sp.,18346,2.4,0.65625,6.5625,2.91,0.0077,NA,mg,1.837225379,1.837225379,NA,9.533333333
Auba_2010_3_16,Auba,2010,3,16,75,Micrasema minimum,5984,2.4,0.65625,6.5625,2.818,0.0083,NA,mg,1.66563342,1.66563342,NA,9.533333333
Auba_2013_6_17,Auba,2013,6,17,168,Isoperla sp.,5673,1.2,1.3125,13.125,2.742,0.0196,NA,mg,22.80785194,22.80785194,9.168300937,8.8
Auba_2013_6_17,Auba,2013,6,17,168,Polycentropus flavomaculatus ssp.,21659,1.2,1.3125,13.125,2.705,0.0047,NA,mg,4.972290537,4.972290537,9.168300937,8.8
Auba_2016_6_21,Auba,2016,6,21,173,Limnius perrisi,18418,2.4,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,10.39995402,10.54166667
Auba_2016_6_21,Auba,2016,6,21,173,Limnius volckmari,18421,2.4,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,10.39995402,10.54166667
Auba_2016_6_21,Auba,2016,6,21,173,Nemoura sp.,6108,2.4,0.65625,6.5625,2.762,0.0056,NA,mg,1.011424522,1.011424522,10.39995402,10.54166667
Auba_2008_6_23,Auba,2008,6,23,175,Psychodidae Gen. sp.,8753,2.10989,0.75,7.5,2.692,0.0025,NA,mg,0.567028555,0.567028555,NA,9.55
Auba_2006_4_10,Auba,2006,4,10,100,Haliplus sp.,17901,1.92,0.825,8.25,2.744,0.0271,NA,mg,8.865820326,8.865820326,NA,8.958333333
Auba_2006_4_10,Auba,2006,4,10,100,Tinodes rostocki,7066,1.92,0.825,8.25,2.873,0.0039,NA,mg,1.675084813,1.675084813,NA,8.958333333
Auba_2011_7_25,Auba,2011,7,25,206,Dixa sp.,4989,2.133333,0.75,7.5,2.692,0.0025,NA,mg,0.567028555,0.567028555,NA,9.133333333
Auba_2001_6_21,Auba,2001,6,21,172,Leptophlebiidae gen. Sp.,7201,1.6,1,10,2.686,0.0047,NA,mg,2.280855951,2.280855951,NA,9.525
Auba_2001_9_4,Auba,2001,9,4,247,Leptophlebiidae gen. Sp.,7201,1.6,1,10,2.686,0.0047,NA,mg,2.280855951,2.280855951,NA,9.75
Auba_2011_7_25,Auba,2011,7,25,206,Ecclisopteryx dalecarlica,5033,1.066667,1.5,15,2.933,0.004,NA,mg,11.25992905,11.25992905,NA,9.133333333
Auba_2012_6_21,Auba,2012,6,21,173,Chaetopteryx villosa ssp.,21248,0.761905,2.1,21,2.933,0.004,NA,mg,30.20850152,30.20850152,NA,9.633333333
Auba_2010_3_16,Auba,2010,3,16,75,Pisidium sp.,6425,2.4,0.6875,6.875,2.477,0.0163,NA,mg,1.932467009,1.932467009,NA,9.533333333
Auba_2013_3_20,Auba,2013,3,20,79,Hydropsyche pellucidula-Gr.,13023,1,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,9.511455665,9.041666667
Auba_2017_3_16,Auba,2017,3,16,75,Hydraena gracilis,18064,5.298701,0.3125,3.125,2.91,0.0077,NA,mg,0.212082233,0.212082233,8.800749868,9.85
Auba_2001_9_4,Auba,2001,9,4,247,Potamophylax sp.,6527,0.8,2.1,21,2.933,0.004,NA,mg,30.20850152,30.20850152,NA,9.75
Auba_2001_9_4,Auba,2001,9,4,247,Sialis fuliginosa,6821,0.8,2.1,21,2.753,0.0037,NA,mg,16.15367878,16.15367878,NA,9.75
Auba_2006_4_10,Auba,2006,4,10,100,Sialis fuliginosa,6821,0.8,2.1,21,2.753,0.0037,NA,mg,16.15367878,16.15367878,NA,8.958333333
Auba_2011_7_25,Auba,2011,7,25,206,Sialis fuliginosa,6821,0.8,2.1,21,2.753,0.0037,NA,mg,16.15367878,16.15367878,NA,9.133333333
Auba_2017_6_12,Auba,2017,6,12,163,Sialis fuliginosa,6821,0.8,2.1,21,2.753,0.0037,NA,mg,16.15367878,16.15367878,8.736242286,10.00833333
Auba_2008_4_23,Auba,2008,4,23,114,Baetis sp.,4419,1.828571,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.475
Auba_2008_4_23,Auba,2008,4,23,114,Eloeophila sp.,9654,1.828571,0.9375,9.375,2.681,0.0029,NA,mg,1.170180859,1.170180859,NA,9.475
Auba_2012_6_21,Auba,2012,6,21,173,Elmis aenea/maugetii/rietscheli/rioloides,20171,4.571429,0.375,3.75,2.879,0.0074,NA,mg,0.33255826,0.33255826,NA,9.633333333
Auba_2008_6_23,Auba,2008,6,23,175,Gammarus roeselii,5292,0.761905,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,9.55
Auba_2009_4_8,Auba,2009,4,8,98,Gammarus sp.,5293,0.761905,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,9.5
Auba_2017_3_16,Auba,2017,3,16,75,Paraleptophlebia submarginata,6309,1.52381,1.125,11.25,2.686,0.0047,NA,mg,3.12963387,3.12963387,8.800749868,9.85
Auba_2001_9_4,Auba,2001,9,4,247,Limoniidae Gen. sp.,8483,0.8,2.15,21.5,2.681,0.0029,NA,mg,10.83092401,10.83092401,NA,9.75
Auba_2013_6_17,Auba,2013,6,17,168,Heptageniidae Gen. sp.,5458,1.2,1.453125,14.53125,2.754,0.0108,NA,mg,17.15560931,17.15560931,9.168300937,8.8
Auba_2016_4_11,Auba,2016,4,11,102,Amphinemura sp.,4293,2.666667,0.65625,6.5625,2.762,0.0056,NA,mg,1.011424522,1.011424522,10.48670238,10.475
Auba_2011_7_25,Auba,2011,7,25,206,Baetis vernus,4427,1.866667,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.133333333
Auba_2017_3_16,Auba,2017,3,16,75,Psychomyiidae Gen. Sp.,6663,2.077922,0.857142857,8.57142857,2.873,0.0039,NA,mg,1.869504351,1.869504351,8.800749868,9.85
Auba_2001_9_4,Auba,2001,9,4,247,Empididae Gen. sp.,5097,2.4,0.75,7.5,2.546,0.0054,NA,mg,0.912640498,0.912640498,NA,9.75
Auba_2006_4_10,Auba,2006,4,10,100,Leuctra nigra,5779,1.92,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,NA,8.958333333
Auba_2007_7_12,Auba,2007,7,12,193,Psychodidae Gen. sp.,8753,2.4,0.75,7.5,2.692,0.0025,NA,mg,0.567028555,0.567028555,NA,11.33333333
Auba_2007_7_12,Auba,2007,7,12,193,Ecdyonurus venosus-Gr.,5059,1.2,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,NA,11.33333333
Auba_2010_3_16,Auba,2010,3,16,75,Clinocerinae Gen. sp.,19847,2.4,0.75,7.5,2.546,0.0054,NA,mg,0.912640498,0.912640498,NA,9.533333333
Auba_2011_3_24,Auba,2011,3,24,83,Baetis sp.,4419,1.92,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,8.966666667
Auba_2011_3_24,Auba,2011,3,24,83,Silo piceus,6835,1.92,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,NA,8.966666667
Auba_2011_3_24,Auba,2011,3,24,83,Silo sp.,6836,1.92,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,NA,8.966666667
Auba_2011_3_24,Auba,2011,3,24,83,Rhyacophila tristis,6784,0.96,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,8.966666667
Auba_2015_3_10,Auba,2015,3,10,69,Lepidostoma basale,5713,1.92,0.9375,9.375,2.649,0.0079,NA,mg,2.967419884,2.967419884,9.396444518,10.16666667
Auba_2015_6_16,Auba,2015,6,16,167,Oreodytes sanmarkii,18616,4.8,0.375,3.75,2.501,0.0618,NA,mg,1.685158191,1.685158191,9.98543913,10.025
Auba_2016_6_21,Auba,2016,6,21,173,Oreodytes sanmarkii,18616,4.8,0.375,3.75,2.501,0.0618,NA,mg,1.685158191,1.685158191,10.39995402,10.54166667
Auba_2016_6_21,Auba,2016,6,21,173,Psychodidae Gen. sp.,8753,2.4,0.75,7.5,2.692,0.0025,NA,mg,0.567028555,0.567028555,10.39995402,10.54166667
Auba_2001_4_23,Auba,2001,4,23,113,Glossiphonia complanata,5304,0.8,2.25,22.5,1.3,0.0832,NA,mg,4.763877659,4.763877659,NA,9.75
Auba_2001_9_4,Auba,2001,9,4,247,Gammarus roeselii,5292,0.8,2.25,22.5,3.015,0.0058,NA,mg,69.22425423,69.22425423,NA,9.75
Auba_2009_6_23,Auba,2009,6,23,174,Glossiphonia complanata,5304,0.8,2.25,22.5,1.3,0.0832,NA,mg,4.763877659,4.763877659,NA,9.175
Auba_2018_3_7,Auba,2018,3,7,66,Hydrachnidia Gen. sp.,8825,14.4,0.125,1.25,2.808,2.124,NA,ug,3.97445724,0.003974457,9.961518032,9.741666667
Auba_2005_6_6,Auba,2005,6,6,157,Polycelis sp.,7744,1.371429,1.3125,13.125,2.168,0.0082,NA,mg,2.176973593,2.176973593,NA,9.333333333
Auba_2014_3_11,Auba,2014,3,11,70,Baetis muticus,4409,2,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,9.50444614,10.34166667
Auba_2006_6_15,Auba,2006,6,15,166,Amphinemura sp.,4293,2.88,0.65625,6.5625,2.762,0.0056,NA,mg,1.011424522,1.011424522,NA,8.991666667
Auba_2006_6_15,Auba,2006,6,15,166,Micrasema minimum,5984,2.88,0.65625,6.5625,2.818,0.0083,NA,mg,1.66563342,1.66563342,NA,8.991666667
Auba_2006_4_10,Auba,2006,4,10,100,Leptophlebiidae gen. Sp.,7201,1.92,1,10,2.686,0.0047,NA,mg,2.280855951,2.280855951,NA,8.958333333
Auba_2008_4_23,Auba,2008,4,23,114,Dugesia gonocephala,5018,0.914286,2.125,21.25,2.168,0.0082,NA,mg,6.187682513,6.187682513,NA,9.475
Auba_2017_3_16,Auba,2017,3,16,75,Silo piceus,6835,2.077922,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,8.800749868,9.85
Auba_2019_4_2,Auba,2019,4,2,92,Silo pallipes,6834,2.077922,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,10.33313505,11.3
Auba_2013_3_20,Auba,2013,3,20,79,Limnius volckmari,18421,3,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,9.511455665,9.041666667
Auba_2014_6_17,Auba,2014,6,17,168,Limnius perrisi,18418,3,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,9.290964368,10.69166667
Auba_2013_6_17,Auba,2013,6,17,168,Hydropsyche siltalai,5604,1.2,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,9.168300937,8.8
Auba_2006_6_15,Auba,2006,6,15,166,Pisidium sp.,6425,2.88,0.6875,6.875,2.477,0.0163,NA,mg,1.932467009,1.932467009,NA,8.991666667
Auba_2012_3_19,Auba,2012,3,19,79,Amphinemura sp.,4293,3.031579,0.65625,6.5625,2.762,0.0056,NA,mg,1.011424522,1.011424522,NA,10.00833333
Auba_2010_6_29,Auba,2010,6,29,180,Silo sp.,6836,2.133333,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,NA,9.141666667
Auba_2009_4_8,Auba,2009,4,8,98,Amphinemura sp.,4293,3.047619,0.65625,6.5625,2.762,0.0056,NA,mg,1.011424522,1.011424522,NA,9.5
Auba_2012_6_21,Auba,2012,6,21,173,Limnius volckmari,18421,3.047619,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.633333333
Auba_2009_6_23,Auba,2009,6,23,174,Diura bicaudata,4988,0.8,2.5,25,2.742,0.0196,NA,mg,133.4773498,133.4773498,NA,9.175
Auba_2016_4_11,Auba,2016,4,11,102,Serratella ignita,5131,2.666667,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,10.48670238,10.475
Auba_2019_4_2,Auba,2019,4,2,92,Perlodes microcephalus,6376,0.761905,2.625,26.25,2.742,0.0196,NA,mg,152.5838726,152.5838726,10.33313505,11.3
Auba_2005_6_6,Auba,2005,6,6,157,Psychodidae Gen. sp.,8753,2.742857,0.75,7.5,2.692,0.0025,NA,mg,0.567028555,0.567028555,NA,9.333333333
Auba_2008_4_23,Auba,2008,4,23,114,Serratella ignita,5131,2.742857,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,NA,9.475
Auba_2004_7_10,Auba,2004,7,10,192,Oreodytes sanmarkii,18616,5.6,0.375,3.75,2.501,0.0618,NA,mg,1.685158191,1.685158191,NA,9.641666667
Auba_2003_3_17,Auba,2003,3,17,76,Limnius volckmari,18421,3.2,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.483333333
Auba_2011_7_25,Auba,2011,7,25,206,Limnius perrisi,18418,3.2,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,9.133333333
Auba_2013_3_20,Auba,2013,3,20,79,Siphonoperla sp.,6867,2,1.05,10.5,2.724,0.0065,NA,mg,3.932176536,3.932176536,9.511455665,9.041666667
Auba_2013_3_20,Auba,2013,3,20,79,Potamophylax rotundipennis,6526,1,2.1,21,2.933,0.004,NA,mg,30.20850152,30.20850152,9.511455665,9.041666667
Auba_2017_6_12,Auba,2017,6,12,163,Platambus maculatus,18649,1.6,1.3125,13.125,2.502,0.0618,NA,mg,38.76796047,38.76796047,8.736242286,10.00833333
Auba_2019_4_2,Auba,2019,4,2,92,Torleya major,7083,2.839827,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,10.33313505,11.3
Auba_2019_4_2,Auba,2019,4,2,92,Leptoceridae Gen. sp.,5726,2.077922,1.026923077,10.26923077,3.212,0.0034,NA,mg,6.033074593,6.033074593,10.33313505,11.3
Auba_2006_6_15,Auba,2006,6,15,166,Clinocerinae Gen. sp.,19847,2.88,0.75,7.5,2.546,0.0054,NA,mg,0.912640498,0.912640498,NA,8.991666667
Auba_2007_3_11,Auba,2007,3,11,70,Agapetus sp.,4254,2.88,0.75,7.5,2.958,0.0082,NA,mg,3.178667266,3.178667266,NA,11.24166667
Auba_2011_3_24,Auba,2011,3,24,83,Glossiphonia complanata,5304,0.96,2.25,22.5,1.3,0.0832,NA,mg,4.763877659,4.763877659,NA,8.966666667
Auba_2001_4_23,Auba,2001,4,23,113,Leuctra nigra,5779,2.4,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,NA,9.75
Auba_2001_9_4,Auba,2001,9,4,247,Hydraena riparia,18114,7.2,0.3125,3.125,2.91,0.0077,NA,mg,0.212082233,0.212082233,NA,9.75
Auba_2001_9_4,Auba,2001,9,4,247,Baetis fuscatus/scambus,4398,2.4,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.75
Auba_2007_7_12,Auba,2007,7,12,193,Rhyacophila tristis,6784,1.2,1.875,18.75,2.48,0.0099,NA,mg,14.2127576,14.2127576,NA,11.33333333
Auba_2009_6_23,Auba,2009,6,23,174,Eloeophila sp.,9654,2.4,0.9375,9.375,2.681,0.0029,NA,mg,1.170180859,1.170180859,NA,9.175
Auba_2010_3_16,Auba,2010,3,16,75,Baetidae Gen. sp.,4380,2.4,0.9375,9.375,2.875,0.0053,NA,mg,3.301363073,3.301363073,NA,9.533333333
Auba_2010_3_16,Auba,2010,3,16,75,Leuctra nigra,5779,2.4,0.9375,9.375,2.719,0.0028,NA,mg,1.230121281,1.230121281,NA,9.533333333
Auba_2010_3_16,Auba,2010,3,16,75,Silo nigricornis,6833,2.4,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,NA,9.533333333
Auba_2010_3_16,Auba,2010,3,16,75,Silo piceus,6835,2.4,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,NA,9.533333333
Auba_2013_6_17,Auba,2013,6,17,168,Athripsodes bilineatus ssp.,21232,2,1.125,11.25,3.212,0.0034,NA,mg,8.086876656,8.086876656,9.168300937,8.8
Auba_2013_6_17,Auba,2013,6,17,168,Galba truncatula,5284,1.2,1.875,18.75,2.355,0.137,NA,mg,136.3447949,136.3447949,9.168300937,8.8
Auba_2014_3_11,Auba,2014,3,11,70,Ancylus fluviatilis,4310,2,1.125,11.25,2.7,0.028840315,-1.54,mg,19.8660631,19.8660631,9.50444614,10.34166667
Auba_2014_6_17,Auba,2014,6,17,168,Clinocerinae Gen. sp.,19847,3,0.75,7.5,2.546,0.0054,NA,mg,0.912640498,0.912640498,9.290964368,10.69166667
Auba_2016_6_21,Auba,2016,6,21,173,Silo sp.,6836,2.4,0.9375,9.375,2.839,0.0056,NA,mg,3.218210746,3.218210746,10.39995402,10.54166667
Auba_2005_6_6,Auba,2005,6,6,157,Hydropsyche pellucidula-Gr.,13023,1.371429,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,9.333333333
Auba_2005_6_6,Auba,2005,6,6,157,Hydropsyche sp.,5605,1.371429,1.65,16.5,2.926,0.0046,NA,mg,16.79251916,16.79251916,NA,9.333333333
Auba_2012_3_19,Auba,2012,3,19,79,Torleya major,7083,3.031579,0.75,7.5,2.676,0.0103,NA,mg,2.262044611,2.262044611,NA,10.00833333
Auba_2017_3_16,Auba,2017,3,16,75,Athripsodes sp.,4371,2.077922,1.125,11.25,3.212,0.0034,NA,mg,8.086876656,8.086876656,8.800749868,9.85
Auba_2013_6_17,Auba,2013,6,17,168,Limnephilidae Gen. sp.,5809,1.2,1.958333333,19.58333333,2.933,0.004,NA,mg,24.6129368,24.6129368,9.168300937,8.8
Auba_2016_6_21,Auba,2016,6,21,173,Leptophlebiidae gen. Sp.,7201,2.4,1,10,2.686,0.0047,NA,mg,2.280855951,2.280855951,10.39995402,10.54166667
Auba_2001_9_4,Auba,2001,9,4,247,Psychodidae Gen. sp.,8753,3.2,0.75,7.5,2.692,0.0025,NA,mg,0.567028555,0.567028555,NA,9.75
Auba_2001_9_4,Auba,2001,9,4,247,Ephemera danica,5124,0.8,3,30,2.764,0.0034,NA,mg,41.13789497,41.13789497,NA,9.75
Auba_2007_3_11,Auba,2007,3,11,70,Ecdyonurus venosus-Gr.,5059,1.6,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,NA,11.24166667
Auba_2009_6_23,Auba,2009,6,23,174,Elmis aenea/maugetii/rietscheli/rioloides,20171,6.4,0.375,3.75,2.879,0.0074,NA,mg,0.33255826,0.33255826,NA,9.175
Auba_2011_3_24,Auba,2011,3,24,83,Halesus digitatus/radiatus/tesselatus,13125,0.8,3,30,2.933,0.004,NA,mg,85.99171914,85.99171914,NA,8.966666667
Auba_2014_6_17,Auba,2014,6,17,168,Halesus digitatus/radiatus/tesselatus,13125,0.8,3,30,2.933,0.004,NA,mg,85.99171914,85.99171914,9.290964368,10.69166667
Auba_2016_4_11,Auba,2016,4,11,102,Ecdyonurus venosus-Gr.,5059,1.6,1.5,15,2.754,0.0108,NA,mg,18.72315717,18.72315717,10.48670238,10.475
Auba_2016_4_11,Auba,2016,4,11,102,Dinocras cephalotes,4978,0.8,3,30,2.879,0.0099,NA,mg,177.1198709,177.1198709,10.48670238,10.475
Auba_2007_3_11,Auba,2007,3,11,70,Limnius volckmari,18421,3.68,0.65625,6.5625,2.879,0.0074,NA,mg,1.66561369,1.66561369,NA,11.24166667
